AC_TYPEID,SSD_NAME,MANUFACTURER,LONG_NAME,SHORT_NAME,BEGIN_DATE,END_DATE
311,BELL B-47D,BELL,BELL B-47D,B-47D,01-01-90,9999
312,BELL B-47G,BELL,BELL B-47G,B-47G,01-01-90,9999
313,BELL B-47G2,BELL,BELL B-47G2,B-47G2,01-01-90,9999
314,BELL B-47J2,BELL,BELL B-47J2,B-47J2,01-01-90,9999
315,BELL B-206A,BELL,BELL B-206A,B-206A,01-01-90,9999
317,HU-1H ,BELL,HU-1H 204B,HUEY,01-06-16,9999
320,BOEING BV-107,BOEING VERTOL,BOEING VERTOL BV-107,BV-107,01-01-90,9999
321,BOEING BV-44,BOEING VERTOL,BOEING VERTOL BV-44,BV-44,01-01-90,9999
322,BRANTLEY B-2,BRANTLEY,BRANTLEY B-2,BRNTLY 2,01-01-90,9999
323,FAIRCHILD FH-1100,FAIRCHILD-HILLER,FAIRCHILD-HILLER FH-1100,FH-1100,01-01-90,9999
325,AGUSTA A-119 KOALA,AGUSTA,AGUSTA A-119 KOALA,A-119,01-11-13,9999
330,BOELKOW BO-105C,BOELKOW,BOELKOW BO-105C,BO-105C,01-01-90,9999
339,AIRBUS A330-900,AIRBUS INDUSTRIE,AIRBUS INDUSTRIE A330-900,A339,01-09-16,9999
340,EUROCOPTER AS350 ,AMERICAN EUROCOPTER,EUROCOMPTER AS350 B2 ASTAR,AS350 B2,01-12-10,9999
345,BELL 212 TWIN,BELL,BELL 212 TWIN TWO TWELVE,BELL 212,01-01-15,9999
350,HUGHES 300,HUGHES,HUGHES 300,HUGHS300,01-01-90,9999
355,HUGHES-500/530,HUGHES,HUGHES-500/530,HUGHS500,01-01-13,9999
359,AIRBUS A350-900,AIRBUS INDUSTRIE,AIRBUS INDUSTRIE A350-900,A350-9,01-09-16,9999
360,ROBINSON R44,ROBINSON,ROBINSON R44,R44,01-06-02,9999
380,SIKORSKY S-51,SIKORSKY,SIKORSKY S-51,S-51,01-01-90,9999
381,SIKORSKY S-55,SIKORSKY,SIKORSKY S-55,S-55,01-01-90,9999
385,SIKORSKY S-58A/B/C,SIKORSKY,SIKORSKY S-58A/B/C,S-58,01-01-90,9999
386,SIKORSKY S-61N,SIKORSKY,SIKORSKY S-61N,S-61N,01-01-90,9999
387,SIKORSKY S-61,SIKORSKY,SIKORSKY S-61,S-61,01-01-90,9999
388,SIKORSKY S-61L,SIKORSKY,SIKORSKY S-61L,S-61L,01-01-90,9999
389,SIKORSKY S-62/A,SIKORSKY,SIKORSKY S-62/A,S-62/A,01-01-90,9999
390,SIKORSKY S-76,SIKORSKY,SIKORSKY S-76,S-76,01-10-02,9999
393,AGUSTAWESTLAND 139,AGUSTAWESTLAND,AGUSTAWESTLAND AW139,AW139,01-01-10,9999
396,WESTLAND SR-N5,WESTLAND,WESTLAND SR-N5 (ACV),SR-N5,01-01-90,9999
401,BEECH 1300,BEECHCRAFT,BEECH 1300,BE-1300,01-01-90,9999
402,BEECH 18,BEECHCRAFT,BEECH MODEL 18 TURBO-PROP CONVERSIONS,BE-18,01-01-90,9999
403,BEECH 99,BEECHCRAFT,BEECH 99 AIRLINER,BE-99,01-01-90,9999
404,BEECH C99,BEECHCRAFT,BEECH C99,BE-C99,01-01-90,9999
405,BEECH 1900 A/B/C/D,BEECHCRAFT,BEECH 1900 A/B/C/D,BE-1900,01-01-90,9999
406,BEECH 200 KINGAIR,BEECHCRAFT,BEECH 200 SUPER KINGAIR,KINGAIR,01-01-95,9999
407,BAE-748,BRITISH AEROSPACE,BRITISH AEROSPACE (HAWKER-SIDDELEY) BAE-748,BAE-748,01-01-90,9999
408,BAE-ATP,BRITISH AEROSPACE,BRITISH AEROSPACE BAE-ATP,BAE-ATP,01-01-90,9999
409,BEECH B-100,BEECHCRAFT,BEECHCRAFT KING AIR B100 ,BE-B100,01-10-02,9999
410,ROCKWELL 680-W/690,ROCKWELL,ROCKWELL TURBO-COMMANDER 680-W/690,TCOMMNDR,01-01-90,9999
411,BEECHCRAFT 65-A90,BEECHCRAFT,BEECH KING AIR 65-A90 QUEEN AIR,BE-65,01-10-02,9999
412,CASA 212,"CONSTRUCCIONES AERONAUTICAS,SA",CASA/NURTANIO C212 AVIOCAR,C212,01-01-90,9999
413,CASA 235,"CONSTRUCCIONES AERONAUTICAS,SA",CASA 235,C 235,01-01-90,9999
415,CESSNA C208B,CESSNA,CESSNA C208B/GRAND CARAVAN,CE-208B,01-10-06,9999
416,CESSNA 208,CESSNA,CESSNA 208 CARAVAN,CARAVAN,01-01-90,9999
417,CESSNA 406,CESSNA,CESSNA 406 CARAVAN II,CARAVNII,01-01-02,9999
418,CESSNA C-441,CESSNA,CESSNA C-441,CE-C441,01-01-90,9999
420,CONVAIR CV-540,CONVAIR,CONVAIR CV-540,CV-540,01-01-90,9999
422,QUEST KODIAK 100,KODIAK,QUEST KODIAK 100,KODIAK ,01-07-11,9999
425,PIAGGIO P180 AVANT,PIAGGIO AVANTI,PIAGGIO P180 AVANTI,AVANTI,01-01-16,9999
430,CONVAIR CV-580,CONVAIR,CONVAIR CV-580,CV-580,01-01-90,9999
431,SOCATA TBM850,SOCATA,SOCATA TBM850,TBM850,01-09-10,9999
432,SAAB 2000,SAAB,SAAB 2000,SA2000,01-01-16,9999
433,SOCATA TBM-700,SOCATA,SOCATA TBM-700,TBM-700,01-09-06,9999
434,KING AIR A100,RAYTHEON,RAYTHEON KING AIR A100,A100,01-01-14,9999
435,CONVAIR CV-600,CONVAIR,CONVAIR CV-600,CV-600,01-01-90,9999
437,BEECH BARON B-58,RAYTHEON BEECHCRAFT,RAYTHEON BEECHCRAFT BARON B-58,BARON,01-06-08,9999
440,CONVAIR CV-640,CONVAIR,CONVAIR CV-640,CV-640,01-01-90,9999
441,ATR-42,AEROSPATIALE/AERITALIA,AEROSPATIALE/AERITALIA ATR-42,ATR-42,01-01-90,9999
442,ATR-72,AEROSPATIALE/AERITALIA,AEROSPATIALE/AERITALIA ATR-72,ATR-72,01-01-90,9999
443,AIR TRACTOR AT-802,AIR TRACTOR,AIR TRACTOR AT-802,AT-802,01-01-13,9999
444,ANTONOV 24/26/32,ANTONOV DESIGN BUREAU,ANTONOV 24/26/32,AN-24/6,01-01-99,9999
445,CONVAIR CV-660,CONVAIR,CONVAIR CV-660,CV-660,01-01-90,9999
448,DORNIER 228,DORNIER,DORNIER 228,DO-228,01-01-90,9999
449,DORNIER 328,FAIRCHILD DORNIER,DORNIER 328,DO-328,01-06-93,9999
450,F-27,FOKKER/FAIRCHILD,FOKKER FRIENDSHIP F-27/FAIRCHILD F-27/A/B/F/J,F-27,01-01-90,9999
452,FOKKER 50,FOKKER,FOKKER 50,FOKKER50,01-01-90,9999
454,FH-227,FAIRCHILD-HILLER,FAIRCHILD-HILLER FH-227,FH-227,01-01-90,9999
455,FAIRCHILD METRO 23,FAIRCHILD ,FAIRCHILD METRO 23,METRO 23,01-10-02,9999
456,SAAB-FAIRCHD 340/B,SAAB-FAIRCHILD,SAAB-FAIRCHILD 340/B,SF-340/B,01-01-90,9999
457,BEECH KING AIR ,BEECHCRAFT,BEECH KING AIR C-90,KINGAIR,01-01-01,9999
458,BEECH B-350,BEECHCRAFT,BEECHCRAFT SUPER KING AIR,BE-KING,01-10-02,9999
459,SAAB-FRCHILD 340/A,SAAB-FAIRCHILD,SAAB-FAIRCHILD 340/A,SF-340/A,01-09-05,9999
460,GRUMMAN G-21G,GRUMMAN,GRUMMAN G-21G (TURBO-GOOSE),GOOSE,01-01-93,9999
461,EMB-120 BRASILIA,EMBRAER,EMBRAER EMB-120 BRASILIA,EMB-120,01-01-90,9999
462,SWEARINGEN MERLIN,SWEARINGEN,SWEARINGEN METRO MERLIN,MERLIN,01-01-90,9999
463,MITSUBISHI MU-2/B,MITSUBISHI,MITSUBISHI MU-2/B,MU-2/B,01-01-90,9999
464,EMBRAER BANDEIRNTE,EMBRAER,EMBRAER EMB-110 BANDEIRANTE,EMB-110,01-01-90,9999
465,NIHON YS-11,NIHON (NAMCO),NIHON YS-11,YS-11,01-01-90,9999
466,SWEARINGEN METRO 2,FAIRCHILD SWEARINGEN,SWEARINGEN METRO II,METRO2,01-01-90,9999
467,SWEARINGEN METRO 3,FAIRCHILD SWEARINGEN,SWEARINGEN METRO III,METRO3,01-01-90,9999
468,H-P JETSTREAM,HANDLEY PAGE,HANDLEY PAGE JETSTREAM,JETSTRM,01-01-90,9999
469,BAE JETSTREAM 31,BRITISH AEROSPACE,BRITISH AEROSPACE JETSTREAM 31,JETSTM31,01-01-90,9999
470,GULFSTREAM I,GULFSTREAM AEROSPACE (GRUMMAN),GULFSTREAM I,G-159,01-01-90,9999
471,JETSTREAM 41,BRITISH AEROSPACE,BRITISH AEROSPACE JETSTREAM 41,JETST41,01-03-93,9999
473,GULFSTREAM I COMM,GULFSTREAM AEROSPACE (GRUMMAN),GULFSTREAM I-COMMANDER,G-159COM,01-01-90,9999
474,HAWKER SIDELEY 748,HAWKER SIDDELEY,HAWKER SIDDELEY 748,HAWKER S,01-10-02,9999
475,NORD 262,NORD AVIATION,NORD 262,N-262,01-01-90,9999
476,PIPER PA-30/31T,PIPER,PIPER PA-30/31T CHEYENNE II XL,PA-31T,01-10-02,9999
477,MOHAWK 298,NORD AVIATION,MOHAWK 298,MO-298,01-01-90,9999
478,PIPER T-1040,PIPER,PIPER T-1040,PA-T1040,01-01-90,9999
479,PILATUS PC-12,PILATUS,PILATUS PC-12,PC-12,01-01-99,9999
480,PILATUS PORTR PC6A,PILATUS,PILATUS TURBO PORTER PC-6A,PC-6A,01-01-90,9999
481,PILATUS PORTR PC6B,PILATUS,PILATUS TURBO PORTER PC-6B,PC-6B,01-01-90,9999
482,DHC8-Q400  DASH-8,DEHAVILLAND,DEHAVILLAND DHC8-400 DASH-8,DASH8-Q4,01-01-99,9999
483,DHC8-100 DASH 8,DEHAVILLAND,DEHAVILLAND DHC8-100 DASH-8,DASH8-1,01-01-90,9999
484,DHC8-300 DASH 8,DEHAVILLAND,DEHAVILLAND DHC8-300 DASH 8,DHC8-300,01-01-90,9999
485,DEHAVILLAND DHC-6,DEHAVILLAND,DEHAVILLAND TWIN OTTER DHC-6,DHC-6,01-01-90,9999
486,SHORT HARLAND SC-7,SHORT BROS. ,SHORTS HARLAND SC-7 SKYVAN,SKYVAN,01-01-90,9999
487,SHORTS 330,SHORT BROS.,SHORTS 330,SHORT330,01-01-90,9999
488,CARSTEDT CJ-600A,CARSTEDT,CARSTEDT CJ-600A,CJ-600A,01-01-90,9999
489,SHORTS 360,SHORT BROS.,SHORTS 360,SHORT360,01-01-90,9999
490,VOLPAR TURBO 18,VOLPAR,VOLPAR TURBO 18,VOLPAR18,01-01-90,9999
491,DEHAVILLAND DHC8-2,BOMBARDIER,DEHAVILLAND DHC8-200Q DASH-8,DHC8-200,01-11-02,9999
507,ANTONOV 12,ANTONOV DESIGN BUREAU,ANTONOV 12,AN-12,01-01-00,9999
508,ANTONOV AN-22-F,ANTONOV,ANTONOV AN-22 FREIGHTER,AN-22F,01-01-90,9999
510,AW-650,ARMSTRONG WHITWORTH,AW-650,AW-650,01-01-90,9999
515,CHALLENGER 350,BOMBARDIER,BOMARDIER CHALLENGER 350,BD-350,01-01-15,9999
520,CANADAIR CL-44D,CANADAIR,CANADAIR CL-44D,CL-44D,01-01-90,9999
541,ILYUSHIN 18,ILYUSHIN,ILYUSHIN IL-18,IL-18,01-01-90,9999
550,LOCKHEED L-188A/C,LOCKHEED,LOCKHEED L-188A/C ELECTRA,ELECTRA,01-01-90,9999
552,LOCKHEED L-382B,LOCKHEED,LOCKHEED L-382B,L-382B,01-01-90,9999
553,LOCKHEED L100-10,LOCKHEED,LOCKHEED L100-10 HERCULES,HERCULES,01-01-90,9999
555,LOCKHEED L100-20,LOCKHEED,LOCKHEED L100-20 HERCULES,HERCULES,01-01-90,9999
556,LOCKHEED L100-30,LOCKHEED,LOCKHEED L100-30/L-382E,HERCULES,01-01-90,9999
560,SHORTS-BELFAST-SH5,SHORT BROS.,SHORTS BELFAST FREIGHTER-SH5,SH5,01-01-90,9999
570,DEHAVILLAND DASH-7,DEHAVILLAND,DEHAVILLAND DHC7 DASH-7,DASH-7,01-01-90,9999
575,BOMBARDIER LEARJET,BOMBARDIER,BOMBARDIER LEARJET 75,LEAR75,01-12-13,9999
580,VV-700,VICKERS,VICKERS VISCOUNT 700/744/745/745D,VV-700,01-01-90,9999
584,VV-800,VICKERS,VICKERS VISCOUNT V800/810/812,VV-800,01-01-90,9999
601,FOKKER F28-1000,FOKKER,FOKKER F28-1000 FELLOWSHIP,F28-1000,01-01-90,9999
602,F28-4000/6000,FOKKER,FOKKER F28-4000/6000 FELLOWSHIP,F28-4000,01-01-90,9999
603,FOKKER 100,FOKKER,FOKKER 100,FOKKR100,01-01-90,9999
604,FOKKER 70,FOKKER,FOKKER 70,FOKKER70,01-01-94,9999
605,BAC-111-200,BRITISH AEROSPACE,BRITISH AEROSPACE BAC-111-200,BAC-111,01-01-90,9999
606,BEECHCRAFT PREMIER,RAYTHEON BEECHCRAFT,RAYTHEON BEECHRAFT 390 PREMIER I,PREMIER ,01-07-09,9999
607,ANTONOV AN-72/74,ANTONOV,ANTONOV AN-72/74,AN-72/74,01-09-06,9999
608,BOEING 717-200,BOEING,BOEING 717-200,B717-2,01-01-99,9999
609,CHALLENGER 300,BOMBARDIER,BOMBARDIER BD-100-1A10 CHALLENGER 300,BD-300,01-01-07,9999
610,BAC-111-400,BRITISH AEROSPACE,BRITISH AEROSPACE BAC-111-400,BAC-111,01-01-90,9999
611,AERO COMMNDER 1121,ROCKWELL,AERO COMMANDER 1121,COMMANDR,01-01-90,9999
612,BOEING 737-700/LR,BOEING,BOEING 737-700/700LR/MAX 7,B737-7,01-01-98,9999
613,AEROSPATL CORVETTE,AEROSPATIALE,AEROSPATIALE CORVETTE,CORVETTE,01-01-90,9999
614,BOEING 737-800,BOEING,BOEING 737-800,B737-8,01-01-98,9999
615,BOEING 737-5/600LR,BOEING,BOEING 737-5/600LR,B737-5LR,01-01-98,9999
616,BOEING 737-500,BOEING,BOEING 737-500,B737-5,01-01-90,9999
617,BOEING 737-400,BOEING,BOEING 737-400,B737-4,01-01-90,9999
618,BOEING 737-300LR,BOEING,BOEING 737-300LR,B737-3LR,01-01-90,9999
619,BOEING 737-300,BOEING,BOEING 737-300,B737-3,01-01-90,9999
620,BOEING 737-100/200,BOEING,BOEING 737-100/200,B737-1/2,01-01-90,9999
621,BOEING 737-200C,BOEING,BOEING 737-200C,B737-2C,01-01-90,9999
622,BOEING 757-200,BOEING,BOEING 757-200,B757-2,01-01-90,9999
623,BOEING 757-300,BOEING,BOEING 757-300,B757-3,01-01-99,9999
624,BOEING 767-400/ER,BOEING,BOEING 767-400/ER,B767-4,01-01-98,9999
625,BOEING 767-200/ER,BOEING,BOEING 767-200/ER/EM,B767-2/R,01-01-90,9999
626,BOEING 767-300/ER,BOEING,BOEING 767-300/300ER,B767-3/R,01-01-90,9999
627,BOEING 777-200,BOEING,BOEING 777-200ER/200LR/233LR,B777-2,01-01-94,9999
628,CANADAIR RJ-100/ER,CANADAIR,CANADAIR RJ-100/RJ-100ER,RJ100/ER,01-03-93,9999
629,RJ-200ER/RJ-440,BOMBARDIER,CANADAIR RJ-200ER /RJ-440,CRJ-2/4,01-01-97,9999
630,DOUGLAS DC-9-10,MCDONNELL DOUGLAS,MCDONNELL DOUGLAS DC-9-10,DC-9-10,01-01-90,9999
631,CANADAIR RJ-700,CANADAIR,CANADAIR RJ-700,RJ-700,01-01-90,9999
632,DORNIER 328 JET,FAIRCHILD DORNIER,DORNIER 328 JET,DO-328 J,01-01-01,9999
633,BOEING 737-600,BOEING,BOEING 737-600,B737-6,01-04-02,9999
634,BOEING 737-900,BOEING,BOEING 737-900,B737-9,01-04-02,9999
635,DOUGLAS DC-9-15F,MCDONNELL DOUGLAS,MCDONNELL DOUGLAS DC-9-15F,DC-9-15F,01-01-90,9999
636,CESSNA CITATION ,CESSNA,CESSNA CITATION II/ BRAVO,CITATNII,01-10-02,9999
637,BOEING 777-300/ER,BOEING,BOEING 777-300/300ER/333ER,B777-3,01-03-04,9999
638,CANADAIR CRJ 900,BOMBARDIER,CANADAIR CRJ 900,CRJ-900,01-03-03,9999
639,CITATIONJET/CJ,CESSNA,CESSNA CITATIONJET/CJ1/CJ2/CJ3,CITATNJ,01-12-03,9999
640,DOUGLAS DC-9-30,MCDONNELL DOUGLAS,MCDONNELL DOUGLAS DC-9-30,DC-9-30,01-01-90,9999
641,GULFSTREAM G-IV,GULFSTREAM AEROSPACE ,GULFSTREAM AEROSPACE G-III/G-IV  ,G-III/IV,01-01-09,9999
642,BEECH HAWKER 400XP,RAYTHEON BEECHCRAFT,RAYTHEON BEECHCRAFT HAWKER 400XP,HAWKER ,01-01-09,9999
643,WESTWIND II,ISRAEL AIRCRAFT INDUSTRIES,1124A WESTWIND II,WESTWIND,01-01-09,9999
644,A-318,AIRBUS INDUSTRIE,AIRBUS INDUSTRIE A-318,A318,01-06-03,9999
645,DOUGLAS DC-9-40,MCDONNELL DOUGLAS,MCDONNELL DOUGLAS DC-9-40,DC-9-40,01-01-90,9999
646,CSSNA CITATIONIII,CESSNA,CESSNA CITATION X MODEL 650/550B/550XL,CITATNX,01-06-78,9999
647,CSSNA CITATION X,CESSNA,CESSNA CITATION X MODEL CE750 X,CE-750X,01-09-06,9999
648,GULFSTREAM G200,GULFSTEAM,GULFSTREAM G200,G200,01-06-08,9999
649,TUPOLEV TU-204,TUPOLEV,TUPOLEV TU-204-300,TU-204,01-12-07,9999
